977.7811086 layer 1 particle 27
710.8744782 layer 5 particle 26
957.3629169 layer 4 particle 26
964.9413547 layer 3 particle 26
977.2945356 layer 2 particle 26
976.3527926 layer 1 particle 26
692.6686664 layer 5 particle 25
967.6591878 layer 4 particle 25
965.6743558 layer 3 particle 25
977.9594386 layer 2 particle 25
975.2000865 layer 1 particle 25
698.9349193 layer 5 particle 24
951.6546023 layer 4 particle 24
972.1856793 layer 3 particle 24
981.6967359 layer 2 particle 24
975.7253573 layer 1 particle 24
690.077844 layer 5 particle 23
962.2469407 layer 4 particle 23
975.2833093 layer 3 particle 23
974.3797723 layer 2 particle 23
977.4428793 layer 1 particle 23
685.0205453 layer 5 particle 22
947.2438818 layer 4 particle 22
968.6102814 layer 3 particle 22
963.239816 layer 2 particle 22
976.7012014 layer 1 particle 22
699.7297714 layer 5 particle 21
961.2090308 layer 4 particle 21
971.5525016 layer 3 particle 21
972.2206561 layer 2 particle 21
974.1038661 layer 1 particle 21
695.3199968 layer 5 particle 20
966.8844239 layer 4 particle 20
964.5081898 layer 3 particle 20
969.3888232 layer 2 particle 20
972.1094497 layer 1 particle 20
730.2838207 layer 5 particle 19
948.0609072 layer 4 particle 19
968.9622637 layer 3 particle 19
969.1250683 layer 2 particle 19
976.0800036 layer 1 particle 19
714.7996012 layer 5 particle 18
957.8750411 layer 4 particle 18
973.4072763 layer 3 particle 18
975.8502566 layer 2 particle 18
978.5847887 layer 1 particle 18
749.6188056 layer 5 particle 17
951.0520365 layer 4 particle 17
960.0932582 layer 3 particle 17
964.3186548 layer 2 particle 17
966.4370505 layer 1 particle 17
688.6079509 layer 5 particle 16
965.4393565 layer 4 particle 16
951.925781 layer 3 particle 16
974.6237663 layer 2 particle 16
970.1032481 layer 1 particle 16
719.9751496 layer 5 particle 15
972.8942157 layer 4 particle 15
968.539789 layer 3 particle 15
981.3020763 layer 2 particle 15
978.4271193 layer 1 particle 15
685.8689262 layer 5 particle 14
966.240895 layer 4 particle 14
979.1068439 layer 3 particle 14
967.9646095 layer 2 particle 14
979.4623019 layer 1 particle 14
703.6772329 layer 5 particle 13
966.9470139 layer 4 particle 13
969.7378644 layer 3 particle 13
981.8369327 layer 2 particle 13
973.2952089 layer 1 particle 13
691.7168092 layer 5 particle 12
953.0386227 layer 4 particle 12
970.7374617 layer 3 particle 12
975.6493919 layer 2 particle 12
979.3556876 layer 1 particle 12
708.3209341 layer 5 particle 11
961.7788032 layer 4 particle 11
971.5092121 layer 3 particle 11
976.1026982 layer 2 particle 11
980.427282 layer 1 particle 11
700.7938528 layer 5 particle 10
959.1601971 layer 4 particle 10
960.1406804 layer 3 particle 10
977.1243383 layer 2 particle 10
969.7359503 layer 1 particle 10
690.1922096 layer 5 particle 9
961.9806072 layer 4 particle 9
972.247269 layer 3 particle 9
974.2339595 layer 2 particle 9
970.4857837 layer 1 particle 9
695.5626122 layer 5 particle 8
969.9011844 layer 4 particle 8
971.1519052 layer 3 particle 8
978.5409902 layer 2 particle 8
974.2190313 layer 1 particle 8
714.1875339 layer 5 particle 7
952.6646263 layer 4 particle 7
970.8582932 layer 3 particle 7
970.6049969 layer 2 particle 7
980.3985541 layer 1 particle 7
705.2281781 layer 5 particle 6
959.0762723 layer 4 particle 6
965.3268053 layer 3 particle 6
977.4207219 layer 2 particle 6
981.0858018 layer 1 particle 6
718.1753796 layer 5 particle 5
959.0128607 layer 4 particle 5
974.4985808 layer 3 particle 5
976.6497005 layer 2 particle 5
980.9224596 layer 1 particle 5
706.9229678 layer 5 particle 4
960.2181154 layer 4 particle 4
971.3263706 layer 3 particle 4
978.2727377 layer 2 particle 4
973.7059197 layer 1 particle 4
703.0908719 layer 5 particle 3
960.3167629 layer 4 particle 3
964.5160778 layer 3 particle 3
973.7524226 layer 2 particle 3
980.8964832 layer 1 particle 3
710.0381409 layer 5 particle 2
945.9847796 layer 4 particle 2
975.6074717 layer 3 particle 2
978.6818331 layer 2 particle 2
982.6755554 layer 1 particle 2
702.0658478 layer 5 particle 1
965.5624967 layer 4 particle 1
973.2150956 layer 3 particle 1
973.2214529 layer 2 particle 1
1000 layer 1 particle 1
